ID	类型	重量	排序权重	物件ID	可丢弃	使用等级	全局产出上限	数值用类型	圣遗物类别	阶数	主属性库ID	追加属性库ID	追加属性初始条数	套装ID	属性加成等级	基础转化经验	强化等级上限	$#VersionBegin	$#VersionEnd
53144	3	1	10	70600041	0			圣遗物	1	1	4000	101	4	10003	5,9,13,17,21	420	5		
53150	3	1	10	70600041	0			圣遗物	3	1	1000	101	0	10003	5,9,13,17,21	420	5		
53151	3	1	10	70600041	0			圣遗物	3	1	1000	101	1	10003	5,9,13,17,21	420	5		
53152	3	1	10	70600041	0			圣遗物	3	1	1000	101	2	10003	5,9,13,17,21	420	5		
53153	3	1	10	70600041	0			圣遗物	3	1	1000	101	3	10003	5,9,13,17,21	420	5		
53154	3	1	10	70600041	0			圣遗物	3	1	1000	101	4	10003	5,9,13,17,21	420	5		
53210	3	1	10	70600042	0			圣遗物	4	2	5000	201	0	10003	5,9,13,17,21	840	5		
53211	3	1	10	70600042	0			圣遗物	4	2	5000	201	1	10003	5,9,13,17,21	840	5		
53212	3	1	10	70600042	0			圣遗物	4	2	5000	201	2	10003	5,9,13,17,21	840	5		
53213	3	1	10	70600042	0			圣遗物	4	2	5000	201	3	10003	5,9,13,17,21	840	5		
53214	3	1	10	70600042	0			圣遗物	4	2	5000	201	4	10003	5,9,13,17,21	840	5		
53220	3	1	10	70600042	0			圣遗物	2	2	2000	201	0	10003	5,9,13,17,21	840	5		
53221	3	1	10	70600042	0			圣遗物	2	2	2000	201	1	10003	5,9,13,17,21	840	5		
53222	3	1	10	70600042	0			圣遗物	2	2	2000	201	2	10003	5,9,13,17,21	840	5		
53223	3	1	10	70600042	0			圣遗物	2	2	2000	201	3	10003	5,9,13,17,21	840	5		
53224	3	1	10	70600042	0			圣遗物	2	2	2000	201	4	10003	5,9,13,17,21	840	5		
53230	3	1	10	70600042	0			圣遗物	5	2	3000	201	0	10003	5,9,13,17,21	840	5		
53231	3	1	10	70600042	0			圣遗物	5	2	3000	201	1	10003	5,9,13,17,21	840	5		
53232	3	1	10	70600042	0			圣遗物	5	2	3000	201	2	10003	5,9,13,17,21	840	5		
53233	3	1	10	70600042	0			圣遗物	5	2	3000	201	3	10003	5,9,13,17,21	840	5		
53234	3	1	10	70600042	0			圣遗物	5	2	3000	201	4	10003	5,9,13,17,21	840	5		
53240	3	1	10	70600042	0			圣遗物	1	2	4000	201	0	10003	5,9,13,17,21	840	5		
53241	3	1	10	70600042	0			圣遗物	1	2	4000	201	1	10003	5,9,13,17,21	840	5		
53242	3	1	10	70600042	0			圣遗物	1	2	4000	201	2	10003	5,9,13,17,21	840	5		
53243	3	1	10	70600042	0			圣遗物	1	2	4000	201	3	10003	5,9,13,17,21	840	5		
53244	3	1	10	70600042	0			圣遗物	1	2	4000	201	4	10003	5,9,13,17,21	840	5		
53250	3	1	10	70600042	0			圣遗物	3	2	1000	201	0	10003	5,9,13,17,21	840	5		
53251	3	1	10	70600042	0			圣遗物	3	2	1000	201	1	10003	5,9,13,17,21	840	5		
53252	3	1	10	70600042	0			圣遗物	3	2	1000	201	2	10003	5,9,13,17,21	840	5		
53253	3	1	10	70600042	0			圣遗物	3	2	1000	201	3	10003	5,9,13,17,21	840	5		
53254	3	1	10	70600042	0			圣遗物	3	2	1000	201	4	10003	5,9,13,17,21	840	5		
53310	3	1	10	70600043	0			圣遗物	4	3	5000	301	0	10003	5,9,13,17,21	1260	13		
53311	3	1	10	70600043	0			圣遗物	4	3	5000	301	1	10003	5,9,13,17,21	1260	13		
53312	3	1	10	70600043	0			圣遗物	4	3	5000	301	2	10003	5,9,13,17,21	1260	13		
53313	3	1	10	70600043	0			圣遗物	4	3	5000	301	3	10003	5,9,13,17,21	1260	13		
53314	3	1	10	70600043	0			圣遗物	4	3	5000	301	4	10003	5,9,13,17,21	1260	13		
53320	3	1	10	70600043	0			圣遗物	2	3	2000	301	0	10003	5,9,13,17,21	1260	13		
53321	3	1	10	70600043	0			圣遗物	2	3	2000	301	1	10003	5,9,13,17,21	1260	13		
53322	3	1	10	70600043	0			圣遗物	2	3	2000	301	2	10003	5,9,13,17,21	1260	13		
53323	3	1	10	70600043	0			圣遗物	2	3	2000	301	3	10003	5,9,13,17,21	1260	13		
53324	3	1	10	70600043	0			圣遗物	2	3	2000	301	4	10003	5,9,13,17,21	1260	13		
53330	3	1	10	70600043	0			圣遗物	5	3	3000	301	0	10003	5,9,13,17,21	1260	13		
53331	3	1	10	70600043	0			圣遗物	5	3	3000	301	1	10003	5,9,13,17,21	1260	13		
53332	3	1	10	70600043	0			圣遗物	5	3	3000	301	2	10003	5,9,13,17,21	1260	13		
53333	3	1	10	70600043	0			圣遗物	5	3	3000	301	3	10003	5,9,13,17,21	1260	13		
53334	3	1	10	70600043	0			圣遗物	5	3	3000	301	4	10003	5,9,13,17,21	1260	13		
53340	3	1	10	70600043	0			圣遗物	1	3	4000	301	0	10003	5,9,13,17,21	1260	13		
53341	3	1	10	70600043	0			圣遗物	1	3	4000	301	1	10003	5,9,13,17,21	1260	13		
53342	3	1	10	70600043	0			圣遗物	1	3	4000	301	2	10003	5,9,13,17,21	1260	13		
53343	3	1	10	70600043	0			圣遗物	1	3	4000	301	3	10003	5,9,13,17,21	1260	13		
53344	3	1	10	70600043	0			圣遗物	1	3	4000	301	4	10003	5,9,13,17,21	1260	13		
53350	3	1	10	70600043	0			圣遗物	3	3	1000	301	0	10003	5,9,13,17,21	1260	13		
53351	3	1	10	70600043	0			圣遗物	3	3	1000	301	1	10003	5,9,13,17,21	1260	13		
53352	3	1	10	70600043	0			圣遗物	3	3	1000	301	2	10003	5,9,13,17,21	1260	13		
53353	3	1	10	70600043	0			圣遗物	3	3	1000	301	3	10003	5,9,13,17,21	1260	13		
53354	3	1	10	70600043	0			圣遗物	3	3	1000	301	4	10003	5,9,13,17,21	1260	13		
53410	3	1	10	70600044	0			圣遗物	4	4	5000	401	0	10003	5,9,13,17,21	1680	17		
53411	3	1	10	70600044	0			圣遗物	4	4	5000	401	1	10003	5,9,13,17,21	1680	17		
53412	3	1	10	70600044	0			圣遗物	4	4	5000	401	2	10003	5,9,13,17,21	1680	17		
53413	3	1	10	70600044	0			圣遗物	4	4	5000	401	3	10003	5,9,13,17,21	1680	17		
53414	3	1	10	70600044	0			圣遗物	4	4	5000	401	4	10003	5,9,13,17,21	1680	17		
53420	3	1	10	70600044	0			圣遗物	2	4	2000	401	0	10003	5,9,13,17,21	1680	17		
53421	3	1	10	70600044	0			圣遗物	2	4	2000	401	1	10003	5,9,13,17,21	1680	17		
53422	3	1	10	70600044	0			圣遗物	2	4	2000	401	2	10003	5,9,13,17,21	1680	17		
53423	3	1	10	70600044	0			圣遗物	2	4	2000	401	3	10003	5,9,13,17,21	1680	17		
53424	3	1	10	70600044	0			圣遗物	2	4	2000	401	4	10003	5,9,13,17,21	1680	17		
53430	3	1	10	70600044	0			圣遗物	5	4	3000	401	0	10003	5,9,13,17,21	1680	17		
53431	3	1	10	70600044	0			圣遗物	5	4	3000	401	1	10003	5,9,13,17,21	1680	17		
53432	3	1	10	70600044	0			圣遗物	5	4	3000	401	2	10003	5,9,13,17,21	1680	17		
53433	3	1	10	70600044	0			圣遗物	5	4	3000	401	3	10003	5,9,13,17,21	1680	17		
53434	3	1	10	70600044	0			圣遗物	5	4	3000	401	4	10003	5,9,13,17,21	1680	17		
53440	3	1	10	70600044	0			圣遗物	1	4	4000	401	0	10003	5,9,13,17,21	1680	17		
53441	3	1	10	70600044	0			圣遗物	1	4	4000	401	1	10003	5,9,13,17,21	1680	17		
53442	3	1	10	70600044	0			圣遗物	1	4	4000	401	2	10003	5,9,13,17,21	1680	17		
53443	3	1	10	70600044	0			圣遗物	1	4	4000	401	3	10003	5,9,13,17,21	1680	17		
53444	3	1	10	70600044	0			圣遗物	1	4	4000	401	4	10003	5,9,13,17,21	1680	17		
53450	3	1	10	70600044	0			圣遗物	3	4	1000	401	0	10003	5,9,13,17,21	1680	17		
53451	3	1	10	70600044	0			圣遗物	3	4	1000	401	1	10003	5,9,13,17,21	1680	17		
53452	3	1	10	70600044	0			圣遗物	3	4	1000	401	2	10003	5,9,13,17,21	1680	17		
53453	3	1	10	70600044	0			圣遗物	3	4	1000	401	3	10003	5,9,13,17,21	1680	17		
53454	3	1	10	70600044	0			圣遗物	3	4	1000	401	4	10003	5,9,13,17,21	1680	17		
53510	3	1	10	70600045	0			圣遗物	4	5	5000	501	0	10003	5,9,13,17,21	2100	21		
53511	3	1	10	70600045	0			圣遗物	4	5	5000	501	1	10003	5,9,13,17,21	2100	21		
53512	3	1	10	70600045	0			圣遗物	4	5	5000	501	2	10003	5,9,13,17,21	2100	21		
53513	3	1	10	70600045	0			圣遗物	4	5	5000	501	3	10003	5,9,13,17,21	2100	21		
53514	3	1	10	70600045	0			圣遗物	4	5	5000	501	4	10003	5,9,13,17,21	2100	21		
53520	3	1	10	70600045	0			圣遗物	2	5	2000	501	0	10003	5,9,13,17,21	2100	21		
53521	3	1	10	70600045	0			圣遗物	2	5	2000	501	1	10003	5,9,13,17,21	2100	21		
53522	3	1	10	70600045	0			圣遗物	2	5	2000	501	2	10003	5,9,13,17,21	2100	21		
53523	3	1	10	70600045	0			圣遗物	2	5	2000	501	3	10003	5,9,13,17,21	2100	21		
53524	3	1	10	70600045	0			圣遗物	2	5	2000	501	4	10003	5,9,13,17,21	2100	21		
53530	3	1	10	70600045	0			圣遗物	5	5	3000	501	0	10003	5,9,13,17,21	2100	21		
53531	3	1	10	70600045	0			圣遗物	5	5	3000	501	1	10003	5,9,13,17,21	2100	21		
53532	3	1	10	70600045	0			圣遗物	5	5	3000	501	2	10003	5,9,13,17,21	2100	21		
53533	3	1	10	70600045	0			圣遗物	5	5	3000	501	3	10003	5,9,13,17,21	2100	21		
53534	3	1	10	70600045	0			圣遗物	5	5	3000	501	4	10003	5,9,13,17,21	2100	21		
53540	3	1	10	70600045	0			圣遗物	1	5	4000	501	0	10003	5,9,13,17,21	2100	21		
53541	3	1	10	70600045	0			圣遗物	1	5	4000	501	1	10003	5,9,13,17,21	2100	21		
53542	3	1	10	70600045	0			圣遗物	1	5	4000	501	2	10003	5,9,13,17,21	2100	21		
53543	3	1	10	70600045	0			圣遗物	1	5	4000	501	3	10003	5,9,13,17,21	2100	21		
53544	3	1	10	70600045	0			圣遗物	1	5	4000	501	4	10003	5,9,13,17,21	2100	21		
53550	3	1	10	70600045	0			圣遗物	3	5	1000	501	0	10003	5,9,13,17,21	2100	21		
53551	3	1	10	70600045	0			圣遗物	3	5	1000	501	1	10003	5,9,13,17,21	2100	21		
53552	3	1	10	70600045	0			圣遗物	3	5	1000	501	2	10003	5,9,13,17,21	2100	21		
53553	3	1	10	70600045	0			圣遗物	3	5	1000	501	3	10003	5,9,13,17,21	2100	21		
53554	3	1	10	70600045	0			圣遗物	3	5	1000	501	4	10003	5,9,13,17,21	2100	21		
54110	3	1	10	70600041	0			圣遗物	4	1	5000	101	0	10004	5,9,13,17,21	420	5		
54111	3	1	10	70600041	0			圣遗物	4	1	5000	101	1	10004	5,9,13,17,21	420	5		
54112	3	1	10	70600041	0			圣遗物	4	1	5000	101	2	10004	5,9,13,17,21	420	5		
54113	3	1	10	70600041	0			圣遗物	4	1	5000	101	3	10004	5,9,13,17,21	420	5		
54114	3	1	10	70600041	0			圣遗物	4	1	5000	101	4	10004	5,9,13,17,21	420	5		
54120	3	1	10	70600041	0			圣遗物	2	1	2000	101	0	10004	5,9,13,17,21	420	5		
54121	3	1	10	70600041	0			圣遗物	2	1	2000	101	1	10004	5,9,13,17,21	420	5		
54122	3	1	10	70600041	0			圣遗物	2	1	2000	101	2	10004	5,9,13,17,21	420	5		
54123	3	1	10	70600041	0			圣遗物	2	1	2000	101	3	10004	5,9,13,17,21	420	5		
54124	3	1	10	70600041	0			圣遗物	2	1	2000	101	4	10004	5,9,13,17,21	420	5		
54130	3	1	10	70600041	0			圣遗物	5	1	3000	101	0	10004	5,9,13,17,21	420	5		
54131	3	1	10	70600041	0			圣遗物	5	1	3000	101	1	10004	5,9,13,17,21	420	5		
54132	3	1	10	70600041	0			圣遗物	5	1	3000	101	2	10004	5,9,13,17,21	420	5		
54133	3	1	10	70600041	0			圣遗物	5	1	3000	101	3	10004	5,9,13,17,21	420	5		
54134	3	1	10	70600041	0			圣遗物	5	1	3000	101	4	10004	5,9,13,17,21	420	5		
54140	3	1	10	70600041	0			圣遗物	1	1	4000	101	0	10004	5,9,13,17,21	420	5		
54141	3	1	10	70600041	0			圣遗物	1	1	4000	101	1	10004	5,9,13,17,21	420	5		
54142	3	1	10	70600041	0			圣遗物	1	1	4000	101	2	10004	5,9,13,17,21	420	5		
54143	3	1	10	70600041	0			圣遗物	1	1	4000	101	3	10004	5,9,13,17,21	420	5		
54144	3	1	10	70600041	0			圣遗物	1	1	4000	101	4	10004	5,9,13,17,21	420	5		
54150	3	1	10	70600041	0			圣遗物	3	1	1000	101	0	10004	5,9,13,17,21	420	5		
54151	3	1	10	70600041	0			圣遗物	3	1	1000	101	1	10004	5,9,13,17,21	420	5		
54152	3	1	10	70600041	0			圣遗物	3	1	1000	101	2	10004	5,9,13,17,21	420	5		
54153	3	1	10	70600041	0			圣遗物	3	1	1000	101	3	10004	5,9,13,17,21	420	5		
54154	3	1	10	70600041	0			圣遗物	3	1	1000	101	4	10004	5,9,13,17,21	420	5		
54210	3	1	10	70600042	0			圣遗物	4	2	5000	201	0	10004	5,9,13,17,21	840	5		
54211	3	1	10	70600042	0			圣遗物	4	2	5000	201	1	10004	5,9,13,17,21	840	5		
54212	3	1	10	70600042	0			圣遗物	4	2	5000	201	2	10004	5,9,13,17,21	840	5		
54213	3	1	10	70600042	0			圣遗物	4	2	5000	201	3	10004	5,9,13,17,21	840	5		
54214	3	1	10	70600042	0			圣遗物	4	2	5000	201	4	10004	5,9,13,17,21	840	5		
54220	3	1	10	70600042	0			圣遗物	2	2	2000	201	0	10004	5,9,13,17,21	840	5		
54221	3	1	10	70600042	0			圣遗物	2	2	2000	201	1	10004	5,9,13,17,21	840	5		
54222	3	1	10	70600042	0			圣遗物	2	2	2000	201	2	10004	5,9,13,17,21	840	5		
54223	3	1	10	70600042	0			圣遗物	2	2	2000	201	3	10004	5,9,13,17,21	840	5		
54224	3	1	10	70600042	0			圣遗物	2	2	2000	201	4	10004	5,9,13,17,21	840	5		
54230	3	1	10	70600042	0			圣遗物	5	2	3000	201	0	10004	5,9,13,17,21	840	5		
54231	3	1	10	70600042	0			圣遗物	5	2	3000	201	1	10004	5,9,13,17,21	840	5		
54232	3	1	10	70600042	0			圣遗物	5	2	3000	201	2	10004	5,9,13,17,21	840	5		
54233	3	1	10	70600042	0			圣遗物	5	2	3000	201	3	10004	5,9,13,17,21	840	5		
54234	3	1	10	70600042	0			圣遗物	5	2	3000	201	4	10004	5,9,13,17,21	840	5		
54240	3	1	10	70600042	0			圣遗物	1	2	4000	201	0	10004	5,9,13,17,21	840	5		
54241	3	1	10	70600042	0			圣遗物	1	2	4000	201	1	10004	5,9,13,17,21	840	5		
54242	3	1	10	70600042	0			圣遗物	1	2	4000	201	2	10004	5,9,13,17,21	840	5		
54243	3	1	10	70600042	0			圣遗物	1	2	4000	201	3	10004	5,9,13,17,21	840	5		
54244	3	1	10	70600042	0			圣遗物	1	2	4000	201	4	10004	5,9,13,17,21	840	5		
54250	3	1	10	70600042	0			圣遗物	3	2	1000	201	0	10004	5,9,13,17,21	840	5		
54251	3	1	10	70600042	0			圣遗物	3	2	1000	201	1	10004	5,9,13,17,21	840	5		
54252	3	1	10	70600042	0			圣遗物	3	2	1000	201	2	10004	5,9,13,17,21	840	5		
54253	3	1	10	70600042	0			圣遗物	3	2	1000	201	3	10004	5,9,13,17,21	840	5		
54254	3	1	10	70600042	0			圣遗物	3	2	1000	201	4	10004	5,9,13,17,21	840	5		
54310	3	1	10	70600043	0			圣遗物	4	3	5000	301	0	10004	5,9,13,17,21	1260	13		
54311	3	1	10	70600043	0			圣遗物	4	3	5000	301	1	10004	5,9,13,17,21	1260	13		
54312	3	1	10	70600043	0			圣遗物	4	3	5000	301	2	10004	5,9,13,17,21	1260	13		
54313	3	1	10	70600043	0			圣遗物	4	3	5000	301	3	10004	5,9,13,17,21	1260	13		
54314	3	1	10	70600043	0			圣遗物	4	3	5000	301	4	10004	5,9,13,17,21	1260	13		
54320	3	1	10	70600043	0			圣遗物	2	3	2000	301	0	10004	5,9,13,17,21	1260	13		
54321	3	1	10	70600043	0			圣遗物	2	3	2000	301	1	10004	5,9,13,17,21	1260	13		
54322	3	1	10	70600043	0			圣遗物	2	3	2000	301	2	10004	5,9,13,17,21	1260	13		
54323	3	1	10	70600043	0			圣遗物	2	3	2000	301	3	10004	5,9,13,17,21	1260	13		
54324	3	1	10	70600043	0			圣遗物	2	3	2000	301	4	10004	5,9,13,17,21	1260	13		
54330	3	1	10	70600043	0			圣遗物	5	3	3000	301	0	10004	5,9,13,17,21	1260	13		
54331	3	1	10	70600043	0			圣遗物	5	3	3000	301	1	10004	5,9,13,17,21	1260	13		
54332	3	1	10	70600043	0			圣遗物	5	3	3000	301	2	10004	5,9,13,17,21	1260	13		
54333	3	1	10	70600043	0			圣遗物	5	3	3000	301	3	10004	5,9,13,17,21	1260	13		
54334	3	1	10	70600043	0			圣遗物	5	3	3000	301	4	10004	5,9,13,17,21	1260	13		
54340	3	1	10	70600043	0			圣遗物	1	3	4000	301	0	10004	5,9,13,17,21	1260	13		
54341	3	1	10	70600043	0			圣遗物	1	3	4000	301	1	10004	5,9,13,17,21	1260	13		
54342	3	1	10	70600043	0			圣遗物	1	3	4000	301	2	10004	5,9,13,17,21	1260	13		
54343	3	1	10	70600043	0			圣遗物	1	3	4000	301	3	10004	5,9,13,17,21	1260	13		
54344	3	1	10	70600043	0			圣遗物	1	3	4000	301	4	10004	5,9,13,17,21	1260	13		
54350	3	1	10	70600043	0			圣遗物	3	3	1000	301	0	10004	5,9,13,17,21	1260	13		
54351	3	1	10	70600043	0			圣遗物	3	3	1000	301	1	10004	5,9,13,17,21	1260	13		
54352	3	1	10	70600043	0			圣遗物	3	3	1000	301	2	10004	5,9,13,17,21	1260	13		
54353	3	1	10	70600043	0			圣遗物	3	3	1000	301	3	10004	5,9,13,17,21	1260	13		
54354	3	1	10	70600043	0			圣遗物	3	3	1000	301	4	10004	5,9,13,17,21	1260	13		
54410	3	1	10	70600044	0			圣遗物	4	4	5000	401	0	10004	5,9,13,17,21	1680	17		
54411	3	1	10	70600044	0			圣遗物	4	4	5000	401	1	10004	5,9,13,17,21	1680	17		
54412	3	1	10	70600044	0			圣遗物	4	4	5000	401	2	10004	5,9,13,17,21	1680	17		
54413	3	1	10	70600044	0			圣遗物	4	4	5000	401	3	10004	5,9,13,17,21	1680	17		
54414	3	1	10	70600044	0			圣遗物	4	4	5000	401	4	10004	5,9,13,17,21	1680	17		
54420	3	1	10	70600044	0			圣遗物	2	4	2000	401	0	10004	5,9,13,17,21	1680	17		
54421	3	1	10	70600044	0			圣遗物	2	4	2000	401	1	10004	5,9,13,17,21	1680	17		
54422	3	1	10	70600044	0			圣遗物	2	4	2000	401	2	10004	5,9,13,17,21	1680	17		
54423	3	1	10	70600044	0			圣遗物	2	4	2000	401	3	10004	5,9,13,17,21	1680	17		
54424	3	1	10	70600044	0			圣遗物	2	4	2000	401	4	10004	5,9,13,17,21	1680	17		
54430	3	1	10	70600044	0			圣遗物	5	4	3000	401	0	10004	5,9,13,17,21	1680	17		
54431	3	1	10	70600044	0			圣遗物	5	4	3000	401	1	10004	5,9,13,17,21	1680	17		
54432	3	1	10	70600044	0			圣遗物	5	4	3000	401	2	10004	5,9,13,17,21	1680	17		
54433	3	1	10	70600044	0			圣遗物	5	4	3000	401	3	10004	5,9,13,17,21	1680	17		
54434	3	1	10	70600044	0			圣遗物	5	4	3000	401	4	10004	5,9,13,17,21	1680	17		
54440	3	1	10	70600044	0			圣遗物	1	4	4000	401	0	10004	5,9,13,17,21	1680	17		
54441	3	1	10	70600044	0			圣遗物	1	4	4000	401	1	10004	5,9,13,17,21	1680	17		
54442	3	1	10	70600044	0			圣遗物	1	4	4000	401	2	10004	5,9,13,17,21	1680	17		
54443	3	1	10	70600044	0			圣遗物	1	4	4000	401	3	10004	5,9,13,17,21	1680	17		
54444	3	1	10	70600044	0			圣遗物	1	4	4000	401	4	10004	5,9,13,17,21	1680	17		
54450	3	1	10	70600044	0			圣遗物	3	4	1000	401	0	10004	5,9,13,17,21	1680	17		
54451	3	1	10	70600044	0			圣遗物	3	4	1000	401	1	10004	5,9,13,17,21	1680	17		
54452	3	1	10	70600044	0			圣遗物	3	4	1000	401	2	10004	5,9,13,17,21	1680	17		
54453	3	1	10	70600044	0			圣遗物	3	4	1000	401	3	10004	5,9,13,17,21	1680	17		
54454	3	1	10	70600044	0			圣遗物	3	4	1000	401	4	10004	5,9,13,17,21	1680	17		
54510	3	1	10	70600045	0			圣遗物	4	5	5000	501	0	10004	5,9,13,17,21	2100	21		
54511	3	1	10	70600045	0			圣遗物	4	5	5000	501	1	10004	5,9,13,17,21	2100	21		
54512	3	1	10	70600045	0			圣遗物	4	5	5000	501	2	10004	5,9,13,17,21	2100	21		
54513	3	1	10	70600045	0			圣遗物	4	5	5000	501	3	10004	5,9,13,17,21	2100	21		
54514	3	1	10	70600045	0			圣遗物	4	5	5000	501	4	10004	5,9,13,17,21	2100	21		
54520	3	1	10	70600045	0			圣遗物	2	5	2000	501	0	10004	5,9,13,17,21	2100	21		
54521	3	1	10	70600045	0			圣遗物	2	5	2000	501	1	10004	5,9,13,17,21	2100	21		
54522	3	1	10	70600045	0			圣遗物	2	5	2000	501	2	10004	5,9,13,17,21	2100	21		
54523	3	1	10	70600045	0			圣遗物	2	5	2000	501	3	10004	5,9,13,17,21	2100	21		
54524	3	1	10	70600045	0			圣遗物	2	5	2000	501	4	10004	5,9,13,17,21	2100	21		
54530	3	1	10	70600045	0			圣遗物	5	5	3000	501	0	10004	5,9,13,17,21	2100	21		
54531	3	1	10	70600045	0			圣遗物	5	5	3000	501	1	10004	5,9,13,17,21	2100	21		
54532	3	1	10	70600045	0			圣遗物	5	5	3000	501	2	10004	5,9,13,17,21	2100	21		
54533	3	1	10	70600045	0			圣遗物	5	5	3000	501	3	10004	5,9,13,17,21	2100	21		
54534	3	1	10	70600045	0			圣遗物	5	5	3000	501	4	10004	5,9,13,17,21	2100	21		
54540	3	1	10	70600045	0			圣遗物	1	5	4000	501	0	10004	5,9,13,17,21	2100	21		
54541	3	1	10	70600045	0			圣遗物	1	5	4000	501	1	10004	5,9,13,17,21	2100	21		
54542	3	1	10	70600045	0			圣遗物	1	5	4000	501	2	10004	5,9,13,17,21	2100	21		
54543	3	1	10	70600045	0			圣遗物	1	5	4000	501	3	10004	5,9,13,17,21	2100	21		
54544	3	1	10	70600045	0			圣遗物	1	5	4000	501	4	10004	5,9,13,17,21	2100	21		
54550	3	1	10	70600045	0			圣遗物	3	5	1000	501	0	10004	5,9,13,17,21	2100	21		
54551	3	1	10	70600045	0			圣遗物	3	5	1000	501	1	10004	5,9,13,17,21	2100	21		
54552	3	1	10	70600045	0			圣遗物	3	5	1000	501	2	10004	5,9,13,17,21	2100	21		
54553	3	1	10	70600045	0			圣遗物	3	5	1000	501	3	10004	5,9,13,17,21	2100	21		
54554	3	1	10	70600045	0			圣遗物	3	5	1000	501	4	10004	5,9,13,17,21	2100	21		
55110	3	1	10	70600041	0			圣遗物	4	1	5000	101	0	10005	5,9,13,17,21	420	5		
55111	3	1	10	70600041	0			圣遗物	4	1	5000	101	1	10005	5,9,13,17,21	420	5		
55112	3	1	10	70600041	0			圣遗物	4	1	5000	101	2	10005	5,9,13,17,21	420	5		
55113	3	1	10	70600041	0			圣遗物	4	1	5000	101	3	10005	5,9,13,17,21	420	5		
55114	3	1	10	70600041	0			圣遗物	4	1	5000	101	4	10005	5,9,13,17,21	420	5		
55120	3	1	10	70600041	0			圣遗物	2	1	2000	101	0	10005	5,9,13,17,21	420	5		
55121	3	1	10	70600041	0			圣遗物	2	1	2000	101	1	10005	5,9,13,17,21	420	5		
55122	3	1	10	70600041	0			圣遗物	2	1	2000	101	2	10005	5,9,13,17,21	420	5		
55123	3	1	10	70600041	0			圣遗物	2	1	2000	101	3	10005	5,9,13,17,21	420	5		
55124	3	1	10	70600041	0			圣遗物	2	1	2000	101	4	10005	5,9,13,17,21	420	5		
55130	3	1	10	70600041	0			圣遗物	5	1	3000	101	0	10005	5,9,13,17,21	420	5		
55131	3	1	10	70600041	0			圣遗物	5	1	3000	101	1	10005	5,9,13,17,21	420	5		
55132	3	1	10	70600041	0			圣遗物	5	1	3000	101	2	10005	5,9,13,17,21	420	5		
55133	3	1	10	70600041	0			圣遗物	5	1	3000	101	3	10005	5,9,13,17,21	420	5		
55134	3	1	10	70600041	0			圣遗物	5	1	3000	101	4	10005	5,9,13,17,21	420	5		
55140	3	1	10	70600041	0			圣遗物	1	1	4000	101	0	10005	5,9,13,17,21	420	5		
55141	3	1	10	70600041	0			圣遗物	1	1	4000	101	1	10005	5,9,13,17,21	420	5		
55142	3	1	10	70600041	0			圣遗物	1	1	4000	101	2	10005	5,9,13,17,21	420	5		
55143	3	1	10	70600041	0			圣遗物	1	1	4000	101	3	10005	5,9,13,17,21	420	5		
55144	3	1	10	70600041	0			圣遗物	1	1	4000	101	4	10005	5,9,13,17,21	420	5		
55150	3	1	10	70600041	0			圣遗物	3	1	1000	101	0	10005	5,9,13,17,21	420	5		
55151	3	1	10	70600041	0			圣遗物	3	1	1000	101	1	10005	5,9,13,17,21	420	5		
55152	3	1	10	70600041	0			圣遗物	3	1	1000	101	2	10005	5,9,13,17,21	420	5		
55153	3	1	10	70600041	0			圣遗物	3	1	1000	101	3	10005	5,9,13,17,21	420	5		
55154	3	1	10	70600041	0			圣遗物	3	1	1000	101	4	10005	5,9,13,17,21	420	5		
55210	3	1	10	70600042	0			圣遗物	4	2	5000	201	0	10005	5,9,13,17,21	840	5		
55211	3	1	10	70600042	0			圣遗物	4	2	5000	201	1	10005	5,9,13,17,21	840	5		
55212	3	1	10	70600042	0			圣遗物	4	2	5000	201	2	10005	5,9,13,17,21	840	5		
55213	3	1	10	70600042	0			圣遗物	4	2	5000	201	3	10005	5,9,13,17,21	840	5		
55214	3	1	10	70600042	0			圣遗物	4	2	5000	201	4	10005	5,9,13,17,21	840	5		
55220	3	1	10	70600042	0			圣遗物	2	2	2000	201	0	10005	5,9,13,17,21	840	5		
55221	3	1	10	70600042	0			圣遗物	2	2	2000	201	1	10005	5,9,13,17,21	840	5		
55222	3	1	10	70600042	0			圣遗物	2	2	2000	201	2	10005	5,9,13,17,21	840	5		
55223	3	1	10	70600042	0			圣遗物	2	2	2000	201	3	10005	5,9,13,17,21	840	5		
55224	3	1	10	70600042	0			圣遗物	2	2	2000	201	4	10005	5,9,13,17,21	840	5		
55230	3	1	10	70600042	0			圣遗物	5	2	3000	201	0	10005	5,9,13,17,21	840	5		
55231	3	1	10	70600042	0			圣遗物	5	2	3000	201	1	10005	5,9,13,17,21	840	5		
55232	3	1	10	70600042	0			圣遗物	5	2	3000	201	2	10005	5,9,13,17,21	840	5		
55233	3	1	10	70600042	0			圣遗物	5	2	3000	201	3	10005	5,9,13,17,21	840	5		
55234	3	1	10	70600042	0			圣遗物	5	2	3000	201	4	10005	5,9,13,17,21	840	5		
55240	3	1	10	70600042	0			圣遗物	1	2	4000	201	0	10005	5,9,13,17,21	840	5		
55241	3	1	10	70600042	0			圣遗物	1	2	4000	201	1	10005	5,9,13,17,21	840	5		
55242	3	1	10	70600042	0			圣遗物	1	2	4000	201	2	10005	5,9,13,17,21	840	5		
