掉落ID	最小等级	最大等级	随机方式	掉落层级	子掉落1ID	子掉落1数量区间	子掉落1权重	子掉落2ID	子掉落2数量区间	子掉落2权重	子掉落3ID	子掉落3数量区间	子掉落3权重	子掉落4ID	子掉落4数量区间	子掉落4权重	子掉落5ID	子掉落5数量区间	子掉落5权重	子掉落6ID	子掉落6数量区间	子掉落6权重	子掉落7ID	子掉落7数量区间	子掉落7权重	子掉落8ID	子掉落8数量区间	子掉落8权重	子掉落9ID	子掉落9数量区间	子掉落9权重	子掉落10ID	子掉落10数量区间	子掉落10权重	子掉落11ID	子掉落11数量区间	子掉落11权重	子掉落12ID	子掉落12数量区间	子掉落12权重	子掉落13ID	子掉落13数量区间	子掉落13权重	子掉落14ID	子掉落14数量区间	子掉落14权重	子掉落15ID	子掉落15数量区间	子掉落15权重	子掉落16ID	子掉落16数量区间	子掉落16权重	子掉落17ID	子掉落17数量区间	子掉落17权重	子掉落18ID	子掉落18数量区间	子掉落18权重	子掉落19ID	子掉落19数量区间	子掉落19权重	子掉落20ID	子掉落20数量区间	子掉落20权重	子掉落21ID	子掉落21数量区间	子掉落21权重	子掉落22ID	子掉落22数量区间	子掉落22权重	子掉落23ID	子掉落23数量区间	子掉落23权重	子掉落24ID	子掉落24数量区间	子掉落24权重	子掉落25ID	子掉落25数量区间	子掉落25权重	子掉落26ID	子掉落26数量区间	子掉落26权重	子掉落27ID	子掉落27数量区间	子掉落27权重	子掉落28ID	子掉落28数量区间	子掉落28权重	子掉落29ID	子掉落29数量区间	子掉落29权重	子掉落30ID	子掉落30数量区间	子掉落30权重	节点类型	是否掉落地面	产出来源类型	每日产出次数上限	历史产出次数上限
452000513			0	1	520205	1	6600	520206	1	3400																																																																																					1	1	20014		0
452000514			0	1	520211	1	6600	520212	1	3400																																																																																					1	1	20014		0
452000515			0	1	520217	1	6600	520218	1	3400																																																																																					1	1	20014		0
452000516			0	1	520223	1	6600	520224	1	3400																																																																																					1	1	20014		0
452000600			1	0	102	150	10000	101	265	10000	202	6250	10000	510201	1.1116	10000	500010	1	2500	452000611	2.1669	10000	452000613	5.74	10000	452000614	2.46	10000																																																																			1	1	20014		
452000611			0	1	104111	1	7223	104171	1	7223	104161	1	7223																																																																																		1	1	20014		0
452000612			0	1	520200	1	10000																																																																																								1	1	20014		0
452000613			0	1	520205	1	6600	520206	1	3400																																																																																					1	1	20014		0
452000614			0	1	520211	1	6600	520212	1	3400																																																																																					1	1	20014		0
452000615			0	1	520217	1	6600	520218	1	3400																																																																																					1	1	20014		0
452000616			0	1	520223	1	6600	520224	1	3400																																																																																					1	1	20014		0
452000700			1	0	102	150	10000	101	276	10000	202	6950	10000	510201	1.1745	10000	500010	1	2500	452000711	2.2896	10000	452000713	2.788	10000	452000714	5.412	10000																																																																			1	1	20014		
452000711			0	1	104111	1	7632	104171	1	7632	104161	1	7632																																																																																		1	1	20014		0
452000712			0	1	520200	1	10000																																																																																								1	1	20014		0
452000713			0	1	520205	1	6600	520206	1	3400																																																																																					1	1	20014		0
452000714			0	1	520211	1	6600	520212	1	3400																																																																																					1	1	20014		0
452000715			0	1	520217	1	6600	520218	1	3400																																																																																					1	1	20014		0
452000716			0	1	520223	1	6600	520224	1	3400																																																																																					1	1	20014		0
